coordinates	refseqid	gene	circn	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chrX:118544152-118544325	NM_145305	SLC25A43	hsa_circ_0006789	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chrX:118544152-118560317	NM_145305	SLC25A43	hsa_circ_0006727	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chrX:118551506-118560317	NM_145305	SLC25A43	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:119063978-119066179	NM_024528	NKAP	hsa_circ_0091427	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:119575584-119576517	NM_001122606	LAMP2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:129053150-129055563	NM_001166221	UTP14A	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:129158964-129159354	NM_021946	BCORL1	hsa_circ_0091508	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chrX:130843525-130856392	NR_026975	FIRRE	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:130877123-130883486	NR_026975	FIRRE	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:130883333-130889774	NR_026975	FIRRE	hsa_circ_0091535	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:131892283-131899178	NM_001077188	HS6ST2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:133607388-133632466	NM_000194	HPRT1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:133607388-133632714	NM_000194	HPRT1	hsa_circ_0009037	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:135095116-135098917	NM_001177651	SLC9A6	hsa_circ_0008579	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chrX:147018984-147024846	NM_001185075	FMR1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:148579637-148582568	NM_000202	IDS	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:149761066-149787612	NM_000252	MTM1	unknown	2	0	4	4	2	2	2	0	4	0	0	0	0	4	0	0
chrX:153579948-153580815	NM_001110556	FLNA	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:153581139-153581292	NM_001110556	FLNA	hsa_circ_0091894	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:153908408-153928334	NM_001081573	GAB3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:153924191-153944604	NM_001081573	GAB3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:153940503-153944604	NM_001081573	GAB3	unknown	2	0	2	2	2	2	2	0	2	0	0	0	0	2	0	0
chrX:153993173-153999154	NM_001142463	DKC1	hsa_circ_0092137	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chrX:16836696-16837000	NM_001168683	TXLNG	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:16836696-16838378	NM_001168683	TXLNG	hsa_circ_0006020	0	0	9	9	0	0	0	0	9	0	0	0	0	9	0	0
chrX:16846216-16847893	NM_001168683	TXLNG	hsa_circ_0006931	2	0	9	9	2	2	2	0	9	0	0	0	0	9	0	0
chrX:18264696-18276367	NM_006089	SCML2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:18954172-18959793	NM_000292	PHKA2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:19367429-19371291	NM_000284	PDHA1	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:19713729-19725102	NM_001024666	SH3KBP1	hsa_circ_0090034	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:21896159-21896810	NM_015884	MBTPS2	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:23739997-23754133	NM_001033583	ACOT9	hsa_circ_0008619	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:3735585-3736541	NR_034031	unkn	unknown	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chrX:3735585-3779037	NR_034031	unkn	unknown	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chrX:3736482-3772968	NR_034031	unkn	unknown	7	0	5	5	7	7	7	0	5	0	0	0	0	5	0	0
chrX:39913508-39916574	NM_001123385	BCOR	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:40982723-41003879	NM_001039590	USP9X	hsa_circ_0090223	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:40988252-40990789	NM_001039590	USP9X	hsa_circ_0090229	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:41002543-41007828	NM_001039590	USP9X	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:48433555-48434992	NM_006743	RBM3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:48839390-48849990	NM_020137	GRIPAP1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:48853661-48855916	NM_020137	GRIPAP1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:53431943-53432323	NM_001281463	SMC1A	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:53432176-53432323	NM_001281463	SMC1A	hsa_circ_0090641	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:53438944-53439203	NM_001281463	SMC1A	unknown	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chrX:53641494-53644407	NM_031407	HUWE1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:62885765-62975790	NM_001173480	ARHGEF9	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:62917004-62944591	NM_001173480	ARHGEF9	hsa_circ_0008423	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:64743439-64752510	NM_001170649	LAS1L	hsa_circ_0090879	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:70280877-70282799	NM_001256186	SNX12	hsa_circ_0005673	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:70756057-70764485	NR_001568	BCYRN1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:70775803-70777522	NR_001568	BCYRN1	hsa_circ_0091038	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:71681853-71684581	NM_001166418	HDAC8	hsa_circ_0091065	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chrX:76812921-76849319	NM_000489	ATRX	hsa_circ_0091090	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:76829714-76851255	NM_000489	ATRX	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chrX:80047352-80049271	NM_153252	BRWD3	hsa_circ_0091175	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:84301451-84329397	NM_198450	APOOL	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chrX:84322132-84329397	NM_198450	APOOL	unknown	0	0	11	11	0	0	0	0	11	0	0	0	0	11	0	0
chrX:85233770-85282561	NM_000390	CHM	hsa_circ_0091203	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chrX:9656056-9683043	NM_001139466	TBL1X	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:101923760-101943594	NM_006459	ERLIN1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:103557736-103570071	NM_001142434	MGEA5	hsa_circ_0019609	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:103557736-103573363	NM_001142434	MGEA5	hsa_circ_0019610	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:103565801-103567658	NM_001142434	MGEA5	hsa_circ_0019617	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:105133114-105139776	NM_006951	TAF5	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:112645010-112650428	NM_001199492	PDCD4	hsa_circ_0020024	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr10:114724314-114799885	NM_001146274	TCF7L2	hsa_circ_0020048	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:115636279-115644139	NM_198514	NHLRC2	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr10:11978543-12006124	NM_015542	UPF2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:121668552-121680496	NM_007190	SEC23IP	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:12291579-12292468	NM_006023	CDC123	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr10:123596232-123670666	NM_001001976	ATE1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:125768333-125806240	NM_015892	CHST15	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:126631025-126655350	NM_017580	ZRANB1	hsa_circ_0008915	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:133757471-133758963	NM_018461	PPP2R2D	hsa_circ_0020523	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:17730025-17742278	NM_003473	STAM	hsa_circ_0017894	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:18955503-18957606	NM_178815	ARL5B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:21923937-21940697	NM_004641	MLLT10	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:30611319-30630569	NM_018109	MTPAP	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:32562090-32562966	NM_001272019	EPC1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:32759991-32770710	NM_001026383	CCDC7	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:35302626-35320547	NM_001198778	CUL2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:5741487-5756170	NM_017782	FAM208B	hsa_circ_0000209	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:5855246-5855375	NM_001115156	GDI2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:64943206-64954135	NM_004241	unkn	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:64973232-64977091	NM_004241	unkn	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:69714351-69726559	NM_001278185	HERC4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:70520763-70546449	NM_018237	CCAR1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:70665981-70670138	NM_024045	DDX50	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:70665981-70671002	NM_024045	DDX50	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:74234857-74268027	NR_031657	MIR1256	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:74894360-74916413	NM_001135752	ECD	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:74894360-74923708	NM_001135752	ECD	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:75289437-75299351	NM_152586	USP54	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:86130769-86133571	NM_018999	CCSER2	hsa_circ_0018992	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:86130769-86185649	NM_018999	CCSER2	hsa_circ_0018993	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:86198267-86237420	NM_018999	CCSER2	hsa_circ_0018998	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:91478466-91484915	NM_016195	KIF20B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:94406485-94407513	NM_004523	KIF11	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr10:97983581-98006805	NM_001258440	BLNK	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr10:98080374-98084146	NM_001017520	DNTT	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:101379218-101440458	NM_001144884	SLC30A7	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:10380100-10403345	NM_015074	KIF1B	hsa_circ_0009709	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:110200393-110231751	NM_000850	GSTM4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:110200393-110256187	NM_000850	GSTM4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:110203786-110233186	NM_000850	GSTM4	unknown	8	0	0	0	8	8	8	0	0	0	0	0	0	0	0	0
chr1:110233075-110257664	NM_000561	GSTM1	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr11:104815497-104866488	NM_033306	CASP4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:107916996-107925682	NM_003478	CUL5	hsa_circ_0024169	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr11:108098321-108138069	NM_000051	ATM	hsa_circ_0024197	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:108186549-108188248	NM_000051	ATM	hsa_circ_0024230	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:111668848-111680208	NM_178454	DRAM2	hsa_circ_0013490	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:111690263-111690675	NM_001007794	CEPT1	hsa_circ_0013496	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:14496040-14498561	NM_016451	COPB1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:117944807-118009049	NM_006699	MAN1A2	hsa_circ_0000120	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:117984852-118003234	NM_006699	MAN1A2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:18534047-18541150	NM_006292	TSG101	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:120529582-120548211	NM_024408	NOTCH2	hsa_circ_0007526	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:32948702-32956981	NM_001076786	QSER1	hsa_circ_0021570	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:3765738-3797251	NM_016320	NUP98	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:3792977-3797251	NM_016320	NUP98	hsa_circ_0004637	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:1424583-1460671	NM_031921	ATAD3B	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:1430845-1464711	NM_031921	ATAD3B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:145323653-145362269	NM_001278267	NBPF20	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:46829580-46842819	NM_001008938	CKAP5	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr11:47380394-47381591	NM_001080547	SPI1	hsa_circ_0000302	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:47758167-47765715	NM_015308	FNBP4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:47767607-47772842	NM_015308	FNBP4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:155324263-155327540	NM_018489	ASH1L	hsa_circ_0014569	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:155365249-155365970	NM_018489	ASH1L	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:156290629-156304709	NM_001008800	CCT3	hsa_circ_0014717	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:156499896-156502898	NM_178229	IQGAP3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:1572043-1635063	NM_033486	CDK11B	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:15953163-15970145	NM_032341	DDI2	hsa_circ_0010048	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:61076454-61099163	NM_001923	DDB1	hsa_circ_0022276	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:61604765-61605360	NM_001281501	FADS2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:67934448-67947667	NM_017635	KMT5B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:67934448-67957619	NM_017635	KMT5B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:68571467-68575106	NM_001031847	CPT1A	hsa_circ_0023276	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:169947225-170001116	NM_001204517	KIFAP3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:172525008-172539870	NM_014283	SUCO	unknown	5	0	0	0	5	5	5	0	0	0	0	0	0	0	0	0
chr1:174200282-174274265	NM_014857	RABGAP1L	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:75562927-75591084	NM_003369	UVRAG	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:75562927-75623083	NM_003369	UVRAG	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:76207258-76239510	NM_020193	EMSY	hsa_circ_0007583	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:76224429-76234335	NM_020193	EMSY	hsa_circ_0023656	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:77409531-77413540	NM_016578	RSF1	hsa_circ_0000345	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:78180292-78204241	NM_001243251	NARS2	hsa_circ_0023812	7	0	0	0	7	7	7	0	0	0	0	0	0	0	0	0
chr1:178852600-178855255	NM_152663	RALGPS2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:179033061-179035994	NM_014864	FAM20B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:179081443-179091002	NM_001136000	ABL2	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr1:179955303-179975702	NM_014810	CEP350	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:85687665-85692271	NM_001008660	PICALM	hsa_circ_0023892	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:186310159-186313222	NR_031642	MIR548F1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:19513033-19520051	NM_020765	UBR4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr11:95825055-95826681	NM_032427	MAML2	hsa_circ_0024085	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr11:95869382-95873501	NM_032427	MAML2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:197586788-197684204	NM_001195215	DENND1B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:200550328-200561368	NM_014875	KIF14	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr1:200729966-200784772	NM_203459	CAMSAP2	hsa_circ_0015839	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:105507993-105521067	NM_015275	WASHC4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:21071236-21100103	NM_016287	HP1BP3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:107236366-107254190	NM_018157	RIC8B	hsa_circ_0028021	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:110463546-110468563	NM_033121	ANKRD13A	hsa_circ_0028166	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:110566754-110584853	NM_031473	IFT81	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:112513481-112516545	NM_024953	NAA25	unknown	6	0	0	0	6	6	6	0	0	0	0	0	0	0	0	0
chr12:112620862-112657293	NM_001109662	HECTD4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:11905383-11992238	NM_001987	ETV6	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:120612964-120614020	NM_006836	GCN1	hsa_circ_0007129	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr12:122812493-122812973	NM_001247997	CLIP1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:123651201-123665757	NM_022782	MPHOSPH9	hsa_circ_0029184	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr12:123694602-123707674	NM_022782	MPHOSPH9	hsa_circ_0029197	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:124911167-124934413	NM_001077261	NCOR2	hsa_circ_0000461	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:212519144-212520748	NM_006243	PPP2R5A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:15095468-15095599	NM_001175	ARHGDIB	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:22027990-22030111	NM_032236	USP48	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:22030754-22048257	NM_032236	USP48	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:222889025-222895856	NM_144695	BROX	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:25186781-25222365	NM_001204126	LRMP	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:27521194-27553707	NM_001248002	ARNTL2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:28458581-28515448	NM_018318	CCDC91	hsa_circ_0008448	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:29492783-29494151	NM_016570	ERGIC2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:29492783-29494749	NM_016570	ERGIC2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:229675202-229678118	NM_012089	ABCB10	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:231954074-231954263	NR_028394	TSNAX-DISC1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:232649602-232669329	NM_020808	SIPA1L2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:23356961-23380332	NM_001009999	KDM1A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:235357327-235359430	NM_001206794	ARID4B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:235377083-235384977	NM_001206794	ARID4B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:235956802-235964397	NM_000081	LYST	hsa_circ_0004550	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:235963619-235964397	NM_000081	LYST	hsa_circ_0017092	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:236757311-236762924	NM_018072	HEATR1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:46230371-46254732	NM_152641	ARID2	hsa_circ_0025953	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:46319924-46322642	NM_004719	SCAF11	hsa_circ_0025967	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr1:246711846-246720023	NM_022366	TFB2M	hsa_circ_0017308	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:4677120-4758341	NR_104115	DYRK4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:247319707-247323169	NM_001243740	ZNF124	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:50156706-50156804	NM_003217	TMBIM6	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:57003897-57007922	NM_013449	BAZ2A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:25773252-25785383	NM_001282564	MACO1	hsa_circ_0010935	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:6619444-6619698	NM_014865	NCAPD2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:6619583-6619721	NM_014865	NCAPD2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:72052409-72054207	NM_144982	ZFC3H1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:79986390-79998501	NM_002583	PAWR	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr12:88504978-88524995	NM_025114	CEP290	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:111274562-111279894	NM_001242882	NAXD	hsa_circ_0030885	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:111870025-111870227	NM_001113511	ARHGEF7	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:114164552-114193822	NM_017905	TMCO3	hsa_circ_0031027	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:20304378-20356931	NR_003272	PSPC1	hsa_circ_0029614	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:20632714-20633702	NM_003453	ZMYM2	hsa_circ_0029634	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:20636985-20641159	NM_003453	ZMYM2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:20638590-20657916	NM_003453	ZMYM2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:28609631-28624359	NM_004119	FLT3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:28834583-28846208	NM_175854	PAN3	hsa_circ_0029856	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:30801548-30815223	NM_001014380	KATNAL1	hsa_circ_0003587	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:33557650-33563780	NM_052998	AZIN2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:37539711-37559877	NM_001142364	ALG5	hsa_circ_0030006	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:41515056-41533152	NM_001145353	ELF1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:41929279-41947916	NM_001110798	NAA16	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:48653979-48660588	NM_001270629	MED4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
